tas_anomaly,model,scenario,year,month
-4.078714,E3SM-1-1,ssp245,1888,1
-8.269236,E3SM-1-1,ssp245,1888,2
-2.0120025,E3SM-1-1,ssp245,1888,3
-0.017312527,E3SM-1-1,ssp245,1888,4
-2.4146209,E3SM-1-1,ssp245,1888,5
-2.757669,E3SM-1-1,ssp245,1888,6
-3.6877227,E3SM-1-1,ssp245,1888,7
-0.6478362,E3SM-1-1,ssp245,1888,8
-2.1342254,E3SM-1-1,ssp245,1888,9
-4.9140105,E3SM-1-1,ssp245,1888,10
-4.681619,E3SM-1-1,ssp245,1888,11
-5.7750945,E3SM-1-1,ssp245,1888,12
0.6971345,E3SM-1-1,ssp245,1889,1
3.6652436,E3SM-1-1,ssp245,1889,2
0.6723542,E3SM-1-1,ssp245,1889,3
-2.2129302,E3SM-1-1,ssp245,1889,4
-4.290445,E3SM-1-1,ssp245,1889,5
0.39589548,E3SM-1-1,ssp245,1889,6
-2.7939239,E3SM-1-1,ssp245,1889,7
-2.945352,E3SM-1-1,ssp245,1889,8
-1.3090911,E3SM-1-1,ssp245,1889,9
-0.8271575,E3SM-1-1,ssp245,1889,10
0.3936677,E3SM-1-1,ssp245,1889,11
1.7631135,E3SM-1-1,ssp245,1889,12
-1.6230254,E3SM-1-1,ssp245,1890,1
0.6775422,E3SM-1-1,ssp245,1890,2
-2.4922576,E3SM-1-1,ssp245,1890,3
-0.3519683,E3SM-1-1,ssp245,1890,4
-1.410562,E3SM-1-1,ssp245,1890,5
1.369101,E3SM-1-1,ssp245,1890,6
1.0327058,E3SM-1-1,ssp245,1890,7
-3.3680816,E3SM-1-1,ssp245,1890,8
-2.6879058,E3SM-1-1,ssp245,1890,9
0.69600534,E3SM-1-1,ssp245,1890,10
-3.4257598,E3SM-1-1,ssp245,1890,11
-5.6285796,E3SM-1-1,ssp245,1890,12
-3.1578765,E3SM-1-1,ssp245,1891,1
1.8374848,E3SM-1-1,ssp245,1891,2
1.6090913,E3SM-1-1,ssp245,1891,3
-0.5856719,E3SM-1-1,ssp245,1891,4
-2.7754302,E3SM-1-1,ssp245,1891,5
-1.5469451,E3SM-1-1,ssp245,1891,6
-4.9019256,E3SM-1-1,ssp245,1891,7
-0.16013479,E3SM-1-1,ssp245,1891,8
-3.364389,E3SM-1-1,ssp245,1891,9
-2.7233977,E3SM-1-1,ssp245,1891,10
-1.7686553,E3SM-1-1,ssp245,1891,11
0.8024812,E3SM-1-1,ssp245,1891,12
-3.8998199,E3SM-1-1,ssp245,1892,1
-1.4684844,E3SM-1-1,ssp245,1892,2
-3.1930327,E3SM-1-1,ssp245,1892,3
-4.582681,E3SM-1-1,ssp245,1892,4
-0.97968435,E3SM-1-1,ssp245,1892,5
-0.29343557,E3SM-1-1,ssp245,1892,6
-2.2861114,E3SM-1-1,ssp245,1892,7
0.82555246,E3SM-1-1,ssp245,1892,8
-2.0184417,E3SM-1-1,ssp245,1892,9
0.87743235,E3SM-1-1,ssp245,1892,10
-3.3804717,E3SM-1-1,ssp245,1892,11
-3.298349,E3SM-1-1,ssp245,1892,12
-4.2639556,E3SM-1-1,ssp245,1893,1
-7.3675323,E3SM-1-1,ssp245,1893,2
-1.0669951,E3SM-1-1,ssp245,1893,3
-0.45731497,E3SM-1-1,ssp245,1893,4
-3.541574,E3SM-1-1,ssp245,1893,5
-3.100534,E3SM-1-1,ssp245,1893,6
-3.0114226,E3SM-1-1,ssp245,1893,7
-1.6276336,E3SM-1-1,ssp245,1893,8
-1.6974883,E3SM-1-1,ssp245,1893,9
-0.516397,E3SM-1-1,ssp245,1893,10
-0.76300955,E3SM-1-1,ssp245,1893,11
-0.5741668,E3SM-1-1,ssp245,1893,12
0.75798655,E3SM-1-1,ssp245,1894,1
-3.4186187,E3SM-1-1,ssp245,1894,2
-0.83802176,E3SM-1-1,ssp245,1894,3
-2.821939,E3SM-1-1,ssp245,1894,4
-2.4660735,E3SM-1-1,ssp245,1894,5
-2.73533,E3SM-1-1,ssp245,1894,6
-0.6808257,E3SM-1-1,ssp245,1894,7
-1.940927,E3SM-1-1,ssp245,1894,8
-3.0852141,E3SM-1-1,ssp245,1894,9
-3.662393,E3SM-1-1,ssp245,1894,10
-3.0040374,E3SM-1-1,ssp245,1894,11
-3.4057403,E3SM-1-1,ssp245,1894,12
-1.4981475,E3SM-1-1,ssp245,1895,1
-3.9175506,E3SM-1-1,ssp245,1895,2
