time,psis,tair,D,Ca,al
2000-09-11,-0.49227938,16.181396,4.6380424,420,10
2000-09-12,-0.49091712,18.712463,6.7535105,420,10
2000-09-13,-0.5000704,17.969452,5.886445,420,10
2000-09-14,-0.5071707,20.486328,5.8737297,420,10
2000-09-15,-0.4809006,15.782318,3.041236,420,10
2000-09-16,-0.47480968,19.816101,6.600107,420,10
2000-09-17,-0.47806537,18.633057,6.1504135,420,10
2000-09-18,-0.48654938,21.561676,8.707182,420,10
2000-09-19,-0.49584898,16.527771,2.4752407,420,10
2000-09-20,-0.49911147,18.84375,5.209097,420,10
2000-09-21,-0.5032962,15.823273,3.8766813,420,10
2000-09-22,-0.50609165,16.128357,4.504159,420,10
2000-09-23,-0.50496894,16.838257,4.0373735,420,10
2000-09-24,-0.5091023,16.7565,4.8691196,420,10
2000-09-25,-0.51389194,16.666931,4.9097376,420,10
2000-09-26,-0.5198018,17.76181,5.558362,420,10
2000-09-27,-0.516482,15.534119,3.203229,420,10
2000-09-28,-0.51473904,16.772308,3.8280993,420,10
2000-09-29,-0.5175514,16.860168,3.6574364,420,10
2000-09-30,-0.52428013,19.20108,5.4912395,420,10
2000-10-01,-0.53072125,16.856323,4.305501,420,10
2000-10-02,-0.533414,16.426483,3.0540905,420,10
2000-10-03,-0.5346198,15.056641,2.9701443,420,10
2000-10-04,-0.5354514,15.429352,2.3006325,420,10
2000-10-05,-0.37419856,14.219238,2.1329422,420,10
2000-10-06,-0.28436768,16.397614,3.3880358,420,10
2000-10-07,-0.30539218,16.826294,3.4995728,420,10
2000-10-08,-0.32292572,15.440979,2.0987034,420,10
2000-10-09,-0.33733964,15.612274,3.5441198,420,10
2000-10-10,-0.3476627,14.169678,1.3071184,420,10
2000-10-11,-0.35674948,16.767029,3.8046465,420,10
2000-10-12,-0.3673461,14.942871,3.0624943,420,10
2000-10-13,-0.34507677,12.911163,1.4320469,420,10
2000-10-14,-0.32973367,14.865601,3.022028,420,10
2000-10-15,-0.33793232,15.516937,1.8372316,420,10
